hsa,gene_name,gene_concept,year
hsa04080,GPR83,gene_10888,1961
hsa04080,NPW,gene_283869,1987
hsa04080,NPB,gene_256933,1981
hsa04080,NPBWR1,gene_2831,1995
hsa04080,NPBWR2,gene_2832,1995
hsa04080,NTS,gene_4922,1975
hsa04080,NTSR1,gene_4923,1978
hsa04080,NTSR2,gene_23620,1995
hsa04080,PENK,gene_5179,1981
hsa04080,PDYN,gene_5173,1976
hsa04080,PNOC,gene_5368,1984
hsa04080,OPRD1,gene_4985,1978
hsa04080,OPRK1,gene_4986,1972
hsa04080,OPRM1,gene_4988,1945
hsa04080,OPRL1,gene_4987,1978
hsa04080,QRFP,gene_347148,2003
hsa04080,QRFPR,gene_84109,2001
hsa04080,HCRT,gene_3060,1868
hsa04080,HCRTR1,gene_3061,2000
hsa04080,HCRTR2,gene_3062,1999
hsa04080,OXT,gene_5020,1929
hsa04080,OXTR,gene_5021,1973
hsa04080,SST,gene_6750,1962
hsa04080,CORT,gene_1325,1953
hsa04080,SSTR1,gene_6751,1992
hsa04080,SSTR2,gene_6752,1979
hsa04080,SSTR3,gene_6753,1992
hsa04080,SSTR4,gene_6754,1978
hsa04080,SSTR5,gene_6755,1993
hsa04080,TAC1,gene_6863,1947
hsa04080,TAC4,gene_255061,1999
hsa04080,TACR1,gene_6869,1979
hsa04080,TACR2,gene_6865,1975
hsa04080,TAC3,gene_6866,1959
hsa04080,TACR3,gene_6870,1989
hsa04080,UTS2,gene_10911,1972
hsa04080,UTS2B,gene_257313,1982
hsa04080,UTS2R,gene_2837,1992
hsa04080,AVP,gene_551,1929
hsa04080,AVPR1A,gene_552,1993
hsa04080,AVPR1B,gene_553,1995
hsa04080,AVPR2,gene_554,1977
hsa04080,F2,gene_2147,1913
hsa04080,CTSG,gene_1511,1948
hsa04080,GZMA,gene_3001,1978
hsa04080,PLG,gene_5340,1946
hsa04080,PRSS3,gene_5646,1925
hsa04080,PRSS2,gene_5645,1924
hsa04080,PRSS1,gene_5644,1970
hsa04080,F2R,gene_2149,1889
hsa04080,F2RL1,gene_2150,1950
hsa04080,F2RL2,gene_2151,1997
hsa04080,F2RL3,gene_9002,1998
hsa04080,PARD3,gene_56288,1977
hsa04080,PRLH,gene_51052,1975
hsa04080,PRLHR,gene_2834,1995
hsa04080,PMCH,gene_5367,1955
hsa04080,MCHR1,gene_2847,1988
hsa04080,MCHR2,gene_84539,1977
hsa04080,FSHB,gene_2488,1974
hsa04080,CGA,gene_1081,1974
hsa04080,FSHR,gene_2492,1974
hsa04080,LHB,gene_3972,1979
hsa04080,LHCGR,gene_3973,1964
hsa04080,TSHB,gene_7252,1976
hsa04080,GPHA2,gene_170589,1945
hsa04080,GPHB5,gene_122876,1969
hsa04080,TSHR,gene_7253,1974
hsa04080,PTGDR,gene_5729,1964
hsa04080,PTGER1,gene_5731,1976
hsa04080,PTGER2,gene_5732,1963
hsa04080,PTGER3,gene_5733,1963
hsa04080,PTGER4,gene_5734,1976
hsa04080,PTGFR,gene_5737,1974
hsa04080,PTGIR,gene_5739,1978
hsa04080,TBXA2R,gene_6915,1980
hsa04080,ADORA1,gene_134,1982
hsa04080,ADORA2A,gene_135,1985
hsa04080,ADORA2B,gene_136,1992
hsa04080,ADORA3,gene_140,1989
hsa04080,P2RY2,gene_5029,1988
hsa04080,P2RY1,gene_5028,1982
hsa04080,P2RY4,gene_5030,1963
hsa04080,P2RY6,gene_5031,1983
hsa04080,LPAR6,gene_10161,1996
hsa04080,P2RY10,gene_27334,1995
hsa04080,P2RY14,gene_9934,1994
hsa04080,P2RY8,gene_286530,2000
hsa04080,P2RY11,gene_5032,1998
hsa04080,P2RY13,gene_53829,2001
hsa04080,GPR35,gene_2859,1998
hsa04080,CNR1,gene_1268,1967
hsa04080,CNR2,gene_1269,1971
hsa04080,PTAFR,gene_5724,1986
hsa04080,GNRH1,gene_2796,1969
hsa04080,GNRH2,gene_2797,1985
hsa04080,GNRHR,gene_2798,1981
hsa04080,TRH,gene_7200,1961
hsa04080,TRHR,gene_7201,1981
hsa04080,MTNR1A,gene_4543,1995
hsa04080,MTNR1B,gene_4544,1995
hsa04080,GPR50,gene_9248,1982
hsa04080,LPAR1,gene_1902,1969
hsa04080,LPAR2,gene_9170,1981
hsa04080,LPAR3,gene_23566,1978
hsa04080,LPAR4,gene_2846,1997
hsa04080,S1PR1,gene_1901,1983
hsa04080,S1PR2,gene_9294,1997
hsa04080,S1PR3,gene_1903,1996
hsa04080,S1PR4,gene_8698,1998
hsa04080,S1PR5,gene_53637,2000
hsa04080,LTB4R,gene_1241,1986
hsa04080,LTB4R2,gene_56413,1988
hsa04080,MAS1,gene_4142,1984
hsa04080,RLN1,gene_6013,1992
hsa04080,RLN2,gene_6019,1971
hsa04080,RLN3,gene_117579,1990
hsa04080,INSL3,gene_3640,1988
hsa04080,INSL5,gene_10022,1999
hsa04080,RXFP1,gene_59350,2000
hsa04080,RXFP2,gene_122042,2002
hsa04080,RXFP3,gene_51289,2000
hsa04080,RXFP4,gene_339403,2000
hsa04080,CYSLTR1,gene_10800,1987
hsa04080,CYSLTR2,gene_57105,1998
hsa04080,CALCA,gene_796,1963
hsa04080,CALCB,gene_797,1974
hsa04080,ADM,gene_133,1975
hsa04080,ADM2,gene_79924,1936
hsa04080,IAPP,gene_3375,1963
hsa04080,CALCR,gene_799,1965
hsa04080,CALCRL,gene_10203,1996
hsa04080,CRH,gene_1392,1956
hsa04080,UCN,gene_7349,1984
hsa04080,UCN3,gene_114131,1971
hsa04080,UCN2,gene_90226,1994
hsa04080,CRHR1,gene_1394,1981
hsa04080,CRHR2,gene_1395,1988
hsa04080,GIP,gene_2695,1974
hsa04080,GIPR,gene_2696,1993
hsa04080,GCG,gene_2641,1947
hsa04080,GCGR,gene_2642,1947
hsa04080,GLP1R,gene_2740,1980
hsa04080,GLP2R,gene_9340,1999
hsa04080,GHRH,gene_2691,1961
hsa04080,GHRHR,gene_2692,1984
hsa04080,PTH,gene_5741,1925
hsa04080,PTH2,gene_113091,1976
hsa04080,PTH1R,gene_5745,1982
hsa04080,PTH2R,gene_5746,1995
hsa04080,ADCYAP1,gene_116,1990
hsa04080,ADCYAP1R1,gene_117,1985
hsa04080,SCT,gene_6343,1906
hsa04080,SCTR,gene_6344,1976
hsa04080,VIP,gene_7432,1953
hsa04080,VIPR1,gene_7433,1969
hsa04080,VIPR2,gene_7434,1996
hsa04080,GRM1,gene_2911,1987
hsa04080,GRM2,gene_2912,1995
hsa04080,GRM3,gene_2913,1995
hsa04080,GRM4,gene_2914,1996
hsa04080,GRM5,gene_2915,1994
hsa04080,GRM6,gene_2916,1997
hsa04080,GRM7,gene_2917,1996
hsa04080,GRM8,gene_2918,1996
hsa04080,GABBR1,gene_2550,1967
hsa04080,GABBR2,gene_9568,1967
hsa04080,PAQR6,gene_79957,2001
hsa04080,GRIN1,gene_2902,1975
hsa04080,GRIN2A,gene_2903,1993
hsa04080,GRIN2B,gene_2904,1989
hsa04080,GRIN2C,gene_2905,1993
hsa04080,GRIN2D,gene_2906,1986
hsa04080,GRIN3A,gene_116443,1999
hsa04080,GRIN3B,gene_116444,2001
hsa04080,GABRA1,gene_2554,1981
hsa04080,GABRA2,gene_2555,1998
hsa04080,GABRA3,gene_2556,1989
hsa04080,GABRA4,gene_2557,1994
hsa04080,GABRA5,gene_2558,1992
hsa04080,GABRA6,gene_2559,1994
hsa04080,GABRB1,gene_2560,1991
hsa04080,GABRB3,gene_2562,1991
hsa04080,GABRB2,gene_2561,1994
hsa04080,GABRD,gene_2563,1996
hsa04080,GABRE,gene_2564,1997
hsa04080,GABRG1,gene_2565,1992
hsa04080,GABRG2,gene_2566,1982
hsa04080,GABRG3,gene_2567,1994
hsa04080,GABRP,gene_2568,2002
hsa04080,GABRR1,gene_2569,1992
hsa04080,GABRR2,gene_2570,1992
hsa04080,GABRR3,gene_200959,1999
hsa04080,GABRQ,gene_55879,2008
hsa04080,SLURP1,gene_57152,1968
hsa04080,LYPD6,gene_130574,2009
hsa04080,LYNX1,gene_66004,1999
hsa04080,PATE1,gene_160065,2002
hsa04080,CHRNA1,gene_1134,1978
hsa04080,CHRNA2,gene_1135,1995
hsa04080,CHRNA3,gene_1136,1991
hsa04080,CHRNA4,gene_1137,1981
hsa04080,CHRNA5,gene_1138,1991
hsa04080,CHRNA6,gene_8973,2002
hsa04080,CHRNA7,gene_1139,1994
hsa04080,CHRNA9,gene_55584,2001
hsa04080,CHRNB1,gene_1140,1990
hsa04080,CHRNB2,gene_1141,1999
hsa04080,CHRNB3,gene_1142,1994
hsa04080,CHRNB4,gene_1143,1991
hsa04080,CHRND,gene_1144,1989
hsa04080,CHRNE,gene_1145,1992
hsa04080,CHRNG,gene_1146,1989
hsa04080,P2RX1,gene_5023,1996
hsa04080,P2RX2,gene_22953,1989
hsa04080,P2RX3,gene_5024,1991
hsa04080,P2RX4,gene_5025,1996
hsa04080,P2RX5,gene_5026,1998
hsa04080,P2RX7,gene_5027,1991
hsa04080,P2RX6,gene_9127,1997
hsa04080,GRIA1,gene_2890,1980
hsa04080,GRIA2,gene_2891,1991
hsa04080,GRIA3,gene_2892,1991
hsa04080,GRIA4,gene_2893,1979
hsa04080,GRIK1,gene_2897,1991
hsa04080,GRIK2,gene_2898,1992
hsa04080,GRIK3,gene_2899,1992
hsa04080,GRIK4,gene_2900,1945
hsa04080,GRIK5,gene_2901,1975
hsa04080,GRID1,gene_2894,2005
hsa04080,GRID2,gene_2895,1996
hsa04080,GLRA1,gene_2741,1992
hsa04080,GLRA2,gene_2742,1990
hsa04080,GLRA3,gene_8001,1990
hsa04080,GLRB,gene_2743,1991
hsa04080,TRPV1,gene_7442,1991
hsa04080,TSPO,gene_706,1972
hsa04080,NR3C1,gene_2908,1972
hsa04080,GH1,gene_2688,1932
hsa04080,GH2,gene_2689,1962
hsa04080,CSH1,gene_1442,1975
hsa04080,CSH2,gene_1443,1905
hsa04080,GHR,gene_2690,1964
hsa04080,THRA,gene_7067,1948
hsa04080,THRB,gene_7068,1974
hsa04080,LEP,gene_3952,1947
hsa04080,LEPR,gene_3953,1981
hsa04080,PRL,gene_5617,1936
hsa04080,PRLR,gene_5618,1974
hsa04080,PGRMC2,gene_10424,1990
hsa04080,PGRMC1,gene_10857,1971
hsa04080,TMEM97,gene_27346,1997
hsa04110,CCND1,gene_595,1980
hsa04110,CCND2,gene_894,1992
hsa04110,CCND3,gene_896,1992
hsa04110,CDK4,gene_1019,1992
hsa04110,CDK6,gene_1021,1994
hsa04110,RB1,gene_5925,1947
hsa04110,RBL1,gene_5933,1982
hsa04110,RBL2,gene_5934,1975
hsa04110,ABL1,gene_25,1976
hsa04110,HDAC1,gene_3065,1969
hsa04110,HDAC2,gene_3066,1969
hsa04110,E2F1,gene_1869,1947
hsa04110,E2F2,gene_1870,1972
hsa04110,E2F3,gene_1871,1993
hsa04110,E2F4,gene_1874,1994
hsa04110,E2F5,gene_1875,1995
hsa04110,TFDP1,gene_7027,1970
hsa04110,TFDP2,gene_7029,1962
hsa04110,GSK3B,gene_2932,1992
hsa04110,TGFB1,gene_7040,1984
hsa04110,TGFB2,gene_7042,1985
hsa04110,TGFB3,gene_7043,1988
hsa04110,SMAD2,gene_4087,1996
hsa04110,SMAD3,gene_4088,1996
hsa04110,SMAD4,gene_4089,1992
hsa04110,MYC,gene_4609,1959
hsa04110,ZBTB17,gene_7709,1995
hsa04110,CDKN2A,gene_1029,1971
hsa04110,CDKN2B,gene_1030,1950
hsa04110,CDKN2C,gene_1031,1993
hsa04110,CDKN2D,gene_1032,1979
hsa04110,CDKN1B,gene_1027,1989
hsa04110,CDKN1C,gene_1028,1977
hsa04110,CDKN1A,gene_1026,1977
hsa04110,CCNE1,gene_898,1995
hsa04110,CCNE2,gene_9134,1998
hsa04110,CDK2,gene_1017,1991
hsa04110,SKP1,gene_6500,1984
hsa04110,CUL1,gene_8454,1996
hsa04110,RBX1,gene_9978,1982
hsa04110,SKP2,gene_6502,1995
hsa04110,CCNA2,gene_890,1975
hsa04110,CCNA1,gene_8900,1996
hsa04110,CDC6,gene_990,1995
hsa04110,CDT1,gene_81620,1985
hsa04110,ORC1,gene_4998,1988
hsa04110,ORC2,gene_4999,1995
hsa04110,ORC3,gene_23595,1998
hsa04110,ORC4,gene_5000,1998
hsa04110,ORC5,gene_5001,1995
hsa04110,ORC6,gene_23594,1996
hsa04110,MCM2,gene_4171,1976
hsa04110,MCM3,gene_4172,1983
hsa04110,MCM4,gene_4173,1995
hsa04110,MCM5,gene_4174,1995
hsa04110,MCM6,gene_4175,1995
hsa04110,MCM7,gene_4176,1995
hsa04110,CDC45,gene_8318,1998
hsa04110,TICRR,gene_90381,2000
hsa04110,MTBP,gene_27085,1990
hsa04110,CDC7,gene_8317,1990
hsa04110,DBF4,gene_10926,1994
hsa04110,CDK1,gene_983,1975
hsa04110,CCNB1,gene_891,1991
hsa04110,CCNB2,gene_9133,1991
hsa04110,CCNB3,gene_85417,1994
hsa04110,CDC25B,gene_994,1991
hsa04110,CDC25C,gene_995,1985
hsa04110,YWHAZ,gene_7534,1994
hsa04110,YWHAB,gene_7529,1992
hsa04110,YWHAQ,gene_10971,1964
hsa04110,YWHAE,gene_7531,1978
hsa04110,YWHAH,gene_7533,1996
hsa04110,YWHAG,gene_7532,1996
hsa04110,PLK1,gene_5347,1955
hsa04110,WEE1,gene_7465,1987
hsa04110,WEE2,gene_494551,1990
hsa04110,PKMYT1,gene_9088,1997
hsa04110,CCNH,gene_902,1992
hsa04110,CDK7,gene_1022,1982
hsa04110,ANAPC1,gene_64682,1983
hsa04110,CDC27,gene_996,1957
hsa04110,ANAPC4,gene_29945,1995
hsa04110,ANAPC5,gene_51433,1998
hsa04110,CDC16,gene_8881,1995
hsa04110,ANAPC7,gene_51434,1993
hsa04110,CDC23,gene_8697,1995
hsa04110,ANAPC10,gene_10393,1987
hsa04110,ANAPC11,gene_51529,1998
hsa04110,CDC26,gene_246184,2000
hsa04110,ANAPC13,gene_25847,2001
hsa04110,ANAPC15,gene_25906,2006
hsa04110,ANAPC16,gene_119504,1999
hsa04110,CDC20,gene_991,1994
hsa04110,PTTG1,gene_9232,1976
hsa04110,PTTG2,gene_10744,2000
hsa04110,ESPL1,gene_9700,1978
hsa04110,SMC1A,gene_8243,1980
hsa04110,SMC3,gene_9126,1979
hsa04110,RAD21,gene_5885,1977
hsa04110,STAG2,gene_10735,1986
hsa04110,STAG1,gene_10274,1974
hsa04110,ATRX,gene_546,1978
hsa04110,DDX11,gene_1663,1996
hsa04110,NIPBL,gene_25836,2000
hsa04110,MAU2,gene_23383,1984
hsa04110,HDAC8,gene_55869,1988
hsa04110,ESCO1,gene_114799,1959
hsa04110,ESCO2,gene_157570,1978
hsa04110,PDS5A,gene_23244,2004
hsa04110,PDS5B,gene_23047,1964
hsa04110,WAPL,gene_23063,1955
hsa04110,CDCA5,gene_113130,1995
hsa04110,AURKB,gene_9212,1986
hsa04110,SGO1,gene_151648,1983
hsa04110,PPP2CA,gene_5515,1985
hsa04110,PPP2CB,gene_5516,1993
hsa04110,PPP2R1B,gene_5519,1998
hsa04110,PPP2R1A,gene_5518,1992
hsa04110,PPP2R5C,gene_5527,2001
hsa04110,PPP2R5D,gene_5528,2007
hsa04110,PPP2R5E,gene_5529,1996
hsa04110,PPP2R5A,gene_5525,1995
hsa04110,NDC80,gene_10403,1980
hsa04110,KNL1,gene_57082,1973
hsa04110,TTK,gene_7272,1965
hsa04110,MAD1L1,gene_8379,1998
hsa04110,MAD2L1,gene_4085,1977
hsa04110,MAD2L2,gene_10459,1988
hsa04110,BUB1B,gene_701,1976
hsa04110,BUB3,gene_9184,1998
hsa04110,BUB1,gene_699,1998
hsa04110,TRIP13,gene_9319,1997
hsa04110,MAD2L1BP,gene_9587,1982
hsa04110,FZR1,gene_51343,1999
hsa04110,FBXO5,gene_26271,2000
hsa04110,CDC14B,gene_8555,2000
hsa04110,CDC14A,gene_8556,1996
hsa04110,CREBBP,gene_1387,1978
hsa04110,EP300,gene_2033,1975
hsa04110,PRKDC,gene_5591,1983
hsa04110,ATR,gene_545,1963
hsa04110,ATM,gene_472,1959
hsa04110,MDM2,gene_4193,1992
hsa04110,TP53,gene_7157,1976
hsa04110,GADD45A,gene_1647,1991
hsa04110,GADD45B,gene_4616,1994
hsa04110,GADD45G,gene_10912,1994
hsa04110,PCNA,gene_5111,1977
hsa04110,SFN,gene_2810,1995
hsa04110,CHEK1,gene_1111,1991
hsa04110,CHEK2,gene_11200,1996
hsa04110,CDC25A,gene_993,1991
hsa04114,INS,gene_3630,1922
hsa04114,IGF1,gene_3479,1974
hsa04114,IGF1R,gene_3480,1981
hsa04114,PGR,gene_5241,1947
hsa04114,AR,gene_367,1970
hsa04114,ADCY1,gene_107,1962
hsa04114,ADCY2,gene_108,1967
hsa04114,ADCY3,gene_109,1921
hsa04114,ADCY4,gene_196883,1968
hsa04114,ADCY5,gene_111,1984
hsa04114,ADCY6,gene_112,1984
hsa04114,ADCY7,gene_113,1984
hsa04114,ADCY8,gene_114,1984
hsa04114,ADCY9,gene_115,1984
hsa04114,PRKACA,gene_5566,1990
hsa04114,PRKACB,gene_5567,1994
hsa04114,AURKA,gene_6790,1961
hsa04114,CPEB1,gene_64506,1991
hsa04114,CPEB2,gene_132864,2008
hsa04114,CPEB3,gene_22849,2006
hsa04114,CPEB4,gene_80315,2006
hsa04114,MOS,gene_4342,1953
hsa04114,MAP2K1,gene_5604,1984
hsa04114,MAPK1,gene_5594,1951
hsa04114,MAPK3,gene_5595,1959
hsa04114,RPS6KA3,gene_6197,1980
hsa04114,RPS6KA1,gene_6195,1992
hsa04114,RPS6KA2,gene_6196,1964
hsa04114,RPS6KA6,gene_27330,1993
hsa04114,PKMYT1,gene_9088,1997
hsa04114,YWHAZ,gene_7534,1994
hsa04114,YWHAB,gene_7529,1992
hsa04114,YWHAQ,gene_10971,1964
hsa04114,YWHAE,gene_7531,1978
hsa04114,YWHAH,gene_7533,1996
hsa04114,YWHAG,gene_7532,1996
hsa04114,SPDYA,gene_245711,1996
hsa04114,CDK1,gene_983,1975
hsa04114,CDK2,gene_1017,1991
hsa04114,MAPK11,gene_5600,1996
hsa04114,MAPK12,gene_6300,1995
hsa04114,MAPK13,gene_5603,1997
hsa04114,MAPK14,gene_1432,1978
hsa04114,PPP1CA,gene_5499,1989
hsa04114,PPP1CB,gene_5500,1994
hsa04114,PPP1CC,gene_5501,1987
hsa04114,SLK,gene_9748,1977
hsa04114,PLK1,gene_5347,1955
hsa04114,CDC25C,gene_995,1985
hsa04114,CCNB2,gene_9133,1991
hsa04114,RBX1,gene_9978,1982
hsa04114,CUL1,gene_8454,1996
hsa04114,SKP1,gene_6500,1984
hsa04114,BTRC,gene_8945,1996
hsa04114,FBXW11,gene_23291,1981
hsa04114,FBXO5,gene_26271,2000
hsa04114,ANAPC1,gene_64682,1983
hsa04114,CDC27,gene_996,1957
hsa04114,ANAPC4,gene_29945,1995
hsa04114,ANAPC5,gene_51433,1998
hsa04114,CDC16,gene_8881,1995
hsa04114,ANAPC7,gene_51434,1993
hsa04114,CDC23,gene_8697,1995
hsa04114,ANAPC10,gene_10393,1987
hsa04114,ANAPC11,gene_51529,1998
hsa04114,CDC26,gene_246184,2000
hsa04114,ANAPC13,gene_25847,2001
hsa04114,ANAPC15,gene_25906,2006
hsa04114,ANAPC16,gene_119504,1999
hsa04114,CDC20,gene_991,1994
hsa04114,FBXO43,gene_286151,2006
hsa04114,PTTG1,gene_9232,1976
hsa04114,PTTG2,gene_10744,2000
hsa04114,ESPL1,gene_9700,1978
hsa04114,REC8,gene_9985,1987
hsa04114,STAG3,gene_10734,1991
hsa04114,SMC1A,gene_8243,1980
hsa04114,SMC3,gene_9126,1979
hsa04114,CCNB1,gene_891,1991
hsa04114,BUB1,gene_699,1998
hsa04114,MAD2L1,gene_4085,1977
hsa04114,MAD2L2,gene_10459,1988
hsa04114,MAD1L1,gene_8379,1998
hsa04114,CCNE1,gene_898,1995
hsa04114,CCNE2,gene_9134,1998
hsa04114,SGO1,gene_151648,1983
hsa04114,PPP2R5C,gene_5527,2001
hsa04114,PPP2R5D,gene_5528,2007
hsa04114,PPP2R5E,gene_5529,1996
hsa04114,PPP2R5A,gene_5525,1995
hsa04114,PPP2R1B,gene_5519,1998
hsa04114,PPP2R1A,gene_5518,1992
hsa04114,PPP2CA,gene_5515,1985
hsa04114,PPP2CB,gene_5516,1993
hsa04114,PLCZ1,gene_89869,2002
hsa04114,ITPR1,gene_3708,1978
hsa04114,ITPR2,gene_3709,1991
hsa04114,ITPR3,gene_3710,1987
hsa04114,CALML3,gene_810,1969
hsa04114,CALM2,gene_805,1990
hsa04114,CALM3,gene_808,1799
hsa04114,CALM1,gene_801,1979
hsa04114,CALML6,gene_163688,1993
hsa04114,CALML5,gene_51806,2000
hsa04114,PPP3CA,gene_5530,1991
hsa04114,PPP3CB,gene_5532,1991
hsa04114,PPP3CC,gene_5533,2003
hsa04114,PPP3R1,gene_5534,1966
hsa04114,PPP3R2,gene_5535,1989
hsa04114,CAMK2A,gene_815,1992
hsa04114,CAMK2D,gene_817,1999
hsa04114,CAMK2B,gene_816,1988
hsa04114,CAMK2G,gene_818,1988
hsa04115,ATM,gene_472,1959
hsa04115,CHEK2,gene_11200,1996
hsa04115,ATR,gene_545,1963
hsa04115,CHEK1,gene_1111,1991
hsa04115,GORAB,gene_92344,2002
hsa04115,CDKN2A,gene_1029,1971
hsa04115,MDM2,gene_4193,1992
hsa04115,MDM4,gene_4194,1996
hsa04115,TP53,gene_7157,1976
hsa04115,CDKN1A,gene_1026,1977
hsa04115,CCND1,gene_595,1980
hsa04115,CCND2,gene_894,1992
hsa04115,CCND3,gene_896,1992
hsa04115,CDK4,gene_1019,1992
hsa04115,CDK6,gene_1021,1994
hsa04115,CCNE1,gene_898,1995
hsa04115,CCNE2,gene_9134,1998
hsa04115,CDK2,gene_1017,1991
hsa04115,SFN,gene_2810,1995
hsa04115,RPRM,gene_56475,2000
hsa04115,CCNB1,gene_891,1991
hsa04115,CCNB2,gene_9133,1991
hsa04115,CDK1,gene_983,1975
hsa04115,GADD45A,gene_1647,1991
hsa04115,GADD45B,gene_4616,1994
hsa04115,GADD45G,gene_10912,1994
hsa04115,GTSE1,gene_51512,2000
hsa04115,FAS,gene_355,1966
hsa04115,PIDD1,gene_55367,1998
hsa04115,TNFRSF10A,gene_8797,1979
hsa04115,TNFRSF10B,gene_8795,1980
hsa04115,CASP8,gene_841,1982
hsa04115,BID,gene_637,1951
hsa04115,BAX,gene_581,1967
hsa04115,PMAIP1,gene_5366,1947
hsa04115,BBC3,gene_27113,1967
hsa04115,TP53AIP1,gene_63970,2000
hsa04115,SIVA1,gene_10572,1986
hsa04115,BCL2L1,gene_598,1993
hsa04115,BCL2,gene_596,1984
hsa04115,TP53I3,gene_9540,1989
hsa04115,EI24,gene_9538,1995
hsa04115,SHISA5,gene_51246,2002
hsa04115,PERP,gene_64065,1987
hsa04115,ZMAT3,gene_64393,1997
hsa04115,SIAH1,gene_6477,1997
hsa04115,CYCS,gene_54205,1939
hsa04115,APAF1,gene_317,1997
hsa04115,CASP9,gene_842,1987
hsa04115,CASP3,gene_836,1955
hsa04115,AIFM2,gene_84883,1983
hsa04115,IGFBP3,gene_3486,1986
hsa04115,IGF1,gene_3479,1974
hsa04115,SERPINE1,gene_5054,1956
hsa04115,ADGRB1,gene_575,1992
hsa04115,CD82,gene_3732,1968
hsa04115,THBS1,gene_7057,1961
hsa04115,SERPINB5,gene_5268,1965
hsa04115,DDB2,gene_1643,1979
hsa04115,RRM2B,gene_50484,2000
hsa04115,RRM2,gene_6241,1975
hsa04115,SESN1,gene_27244,1984
hsa04115,SESN3,gene_143686,2007
hsa04115,SESN2,gene_83667,2002
hsa04115,PTEN,gene_5728,1800
hsa04115,TSC2,gene_7249,1922
hsa04115,STEAP3,gene_55240,2001
hsa04115,COP1,gene_64326,1977
hsa04115,RCHY1,gene_25898,1987
hsa04115,CCNG1,gene_900,1993
hsa04115,CCNG2,gene_901,1996
hsa04115,PPM1D,gene_8493,1997
hsa04115,TP73,gene_7161,1985
hsa04120,UBB,gene_7314,1988
hsa04120,UBC,gene_7316,1974
hsa04120,UBA52,gene_7311,1986
hsa04120,RPS27A,gene_6233,1991
hsa04120,UBA1,gene_7317,1964
hsa04120,SAE1,gene_10055,1987
hsa04120,UBA2,gene_10054,1997
hsa04120,UBA3,gene_9039,1998
hsa04120,UBA7,gene_7318,1967
hsa04120,UBA6,gene_55236,2007
hsa04120,UBE2A,gene_7319,1991
hsa04120,UBE2B,gene_7320,1977
hsa04120,UBE2C,gene_11065,1996
hsa04120,UBE2D1,gene_7321,1994
hsa04120,UBE2D2,gene_7322,1995
hsa04120,UBE2D3,gene_7323,1995
hsa04120,UBE2E3,gene_10477,1994
hsa04120,UBE2E1,gene_7324,1996
hsa04120,UBE2E2,gene_7325,1986
hsa04120,UBE2F,gene_140739,2002
hsa04120,UBE2G1,gene_7326,1992
hsa04120,UBE2G2,gene_7327,1996
hsa04120,UBE2H,gene_7328,1982
hsa04120,UBE2I,gene_7329,1996
hsa04120,UBE2J1,gene_51465,1993
hsa04120,UBE2L3,gene_7332,1995
hsa04120,UBE2L6,gene_9246,1997
hsa04120,UBE2M,gene_9040,1998
hsa04120,UBE2N,gene_7334,2000
hsa04120,UBE2O,gene_63893,1996
hsa04120,UBE2Q1,gene_55585,1994
hsa04120,UBE2Q2,gene_92912,2007
hsa04120,UBE2R2,gene_54926,1995
hsa04120,CDC34,gene_997,1993
hsa04120,UBE2S,gene_27338,1996
hsa04120,UBE2W,gene_55284,2005
hsa04120,UBE2Z,gene_65264,2006
hsa04120,UBE2K,gene_3093,1950
hsa04120,BIRC6,gene_57448,1929
hsa04120,UBE3A,gene_7337,1991
hsa04120,UBE3B,gene_89910,1955
hsa04120,UBE3C,gene_9690,2007
hsa04120,SMURF1,gene_57154,2000
hsa04120,SMURF2,gene_64750,2000
hsa04120,ITCH,gene_83737,1788
hsa04120,WWP1,gene_11059,1998
hsa04120,WWP2,gene_11060,1998
hsa04120,TRIP12,gene_9320,1979
hsa04120,NEDD4,gene_4734,1996
hsa04120,NEDD4L,gene_23327,1995
hsa04120,HUWE1,gene_10075,1995
hsa04120,UBR5,gene_51366,1978
hsa04120,HERC1,gene_8925,1994
hsa04120,HERC2,gene_8924,1999
hsa04120,HERC3,gene_8916,2000
hsa04120,HERC4,gene_26091,2005
hsa04120,UBE4A,gene_9354,1958
hsa04120,UBE4B,gene_10277,1982
hsa04120,STUB1,gene_10273,2004
hsa04120,PPIL2,gene_23759,1987
hsa04120,PRPF19,gene_27339,1977
hsa04120,MDM2,gene_4193,1992
hsa04120,CBL,gene_867,1968
hsa04120,CBLB,gene_868,1975
hsa04120,CBLC,gene_23624,1975
hsa04120,PRKN,gene_5071,1973
hsa04120,SIAH1,gene_6477,1997
hsa04120,PML,gene_5371,1963
hsa04120,TRAF6,gene_7189,1996
hsa04120,MAP3K1,gene_4214,1994
hsa04120,COP1,gene_64326,1977
hsa04120,RCHY1,gene_25898,1987
hsa04120,BIRC2,gene_329,1989
hsa04120,BIRC3,gene_330,1995
hsa04120,XIAP,gene_331,1984
hsa04120,BIRC7,gene_79444,1997
hsa04120,PIAS1,gene_8554,1997
hsa04120,PIAS2,gene_9063,1999
hsa04120,PIAS3,gene_10401,1997
hsa04120,PIAS4,gene_51588,2000
hsa04120,SYVN1,gene_84447,1976
hsa04120,NHLRC1,gene_378884,1960
hsa04120,AIRE,gene_326,1976
hsa04120,MGRN1,gene_23295,2003
hsa04120,BRCA1,gene_672,1992
hsa04120,FANCL,gene_55120,1987
