hsa,gene_name,gene_concept,year
hsa04010,PDGFB,gene_5155,1981
hsa04010,CSF1,gene_1435,1980
hsa04010,KITLG,gene_4254,1965
hsa04010,FLT3LG,gene_2323,1957
hsa04010,VEGFA,gene_7422,1965
hsa04010,PGF,gene_5228,1951
hsa04010,HGF,gene_3082,1952
hsa04010,EFNA5,gene_1946,1847
hsa04010,EGFR,gene_1956,1966
hsa04010,ERBB2,gene_2064,1968
hsa04010,FGFR1,gene_2260,1963
hsa04010,NGFR,gene_4804,1973
hsa04010,NTRK1,gene_4914,1986
hsa04010,INSR,gene_3643,1962
hsa04010,IGF1R,gene_3480,1981
hsa04010,PDGFRB,gene_5159,1986
hsa04010,CSF1R,gene_1436,1957
hsa04010,KIT,gene_3815,1885
hsa04010,MET,gene_4233,1975
hsa04010,TEK,gene_7010,1959
hsa04010,HRAS,gene_3265,1982
hsa04010,KRAS,gene_3845,1959
hsa04010,NRAS,gene_4893,1983
hsa04010,RRAS,gene_6237,1985
hsa04010,RAF1,gene_5894,1980
hsa04010,MAPK1,gene_5594,1951
hsa04010,MYC,gene_4609,1959
hsa04010,SRF,gene_6722,1971
hsa04010,FOS,gene_2353,1955
hsa04010,MAPT,gene_4137,1925
hsa04010,STMN1,gene_3925,1927
hsa04010,PLA2G4A,gene_5321,1973
hsa04010,TNF,gene_7124,1971
hsa04010,IL1A,gene_3552,1980
hsa04010,IL1B,gene_3553,1980
hsa04010,TGFB1,gene_7040,1984
hsa04010,TGFB2,gene_7042,1985
hsa04010,TGFB3,gene_7043,1988
hsa04010,TNFRSF1A,gene_7132,1975
hsa04010,IL1R1,gene_3554,1986
hsa04010,FAS,gene_355,1966
hsa04010,CD14,gene_929,1987
hsa04010,RAC1,gene_5879,1976
hsa04010,MAP3K11,gene_4296,1968
hsa04010,MAP3K20,gene_51776,1952
hsa04010,TAOK2,gene_9344,1979
hsa04010,FLNC,gene_2318,1977
hsa04010,CRK,gene_1398,1977
hsa04010,MAPK14,gene_1432,1978
hsa04010,MAPKAPK2,gene_9261,1970
hsa04010,JUN,gene_3725,1987
hsa04010,JUND,gene_3727,1976
hsa04010,ATF2,gene_1386,1989
hsa04010,TP53,gene_7157,1976
hsa04010,DDIT3,gene_1649,1976
hsa04010,HSPB1,gene_3315,1981
hsa04010,AKT1,gene_207,1975
hsa04010,DUSP2,gene_1844,1976
hsa04010,PPP5C,gene_5536,1975
hsa04010,HSPA8,gene_3312,1985
hsa04010,HSPA1A,gene_3303,1986
hsa04010,NR4A1,gene_3164,1954
hsa04010,IKBKG,gene_8517,1947
hsa04010,NFKB1,gene_4790,1972
hsa04010,NFKB2,gene_4791,1980
hsa04010,RELA,gene_5970,1925
hsa04012,EGF,gene_1950,1964
hsa04012,TGFA,gene_7039,1967
hsa04012,AREG,gene_374,1988
hsa04012,EGFR,gene_1956,1966
hsa04012,ERBB2,gene_2064,1968
hsa04012,PLCG1,gene_5335,1976
hsa04012,CAMK2G,gene_818,1988
hsa04012,PRKCA,gene_5578,1986
hsa04012,PRKCG,gene_5582,1987
hsa04012,CBL,gene_867,1968
hsa04012,STAT5A,gene_6776,1931
hsa04012,SRC,gene_6714,1970
hsa04012,PTK2,gene_5747,1976
hsa04012,CRK,gene_1398,1977
hsa04012,ABL1,gene_25,1976
hsa04012,ABL2,gene_27,1965
hsa04012,PAK3,gene_5063,1955
hsa04012,JUN,gene_3725,1987
hsa04012,EREG,gene_2069,1959
hsa04012,NRG1,gene_3084,1979
hsa04012,SHC2,gene_25759,1977
hsa04012,HRAS,gene_3265,1982
hsa04012,KRAS,gene_3845,1959
hsa04012,NRAS,gene_4893,1983
hsa04012,RAF1,gene_5894,1980
hsa04012,MAPK1,gene_5594,1951
hsa04012,MYC,gene_4609,1959
hsa04012,PIK3R2,gene_5296,1978
hsa04012,AKT1,gene_207,1975
hsa04014,EGF,gene_1950,1964
hsa04014,TGFA,gene_7039,1967
hsa04014,FGF1,gene_2246,1981
hsa04014,FGF2,gene_2247,1986
hsa04014,FGF3,gene_2248,1984
hsa04014,FGF4,gene_2249,1952
hsa04014,FGF7,gene_2252,1983
hsa04014,FGF5,gene_2250,1988
hsa04014,NGF,gene_4803,1964
hsa04014,BDNF,gene_627,1986
hsa04014,NTF3,gene_4908,1958
hsa04014,NTF4,gene_4909,1978
hsa04014,INS,gene_3630,1922
hsa04014,IGF1,gene_3479,1974
hsa04014,IGF2,gene_3481,1978
hsa04014,PDGFA,gene_5154,1984
hsa04014,PDGFB,gene_5155,1981
hsa04014,CSF1,gene_1435,1980
hsa04014,KITLG,gene_4254,1965
hsa04014,FLT3LG,gene_2323,1957
hsa04014,VEGFA,gene_7422,1965
hsa04014,PGF,gene_5228,1951
hsa04014,HGF,gene_3082,1952
hsa04014,EFNA5,gene_1946,1847
hsa04014,EGFR,gene_1956,1966
hsa04014,FGFR1,gene_2260,1963
hsa04014,NGFR,gene_4804,1973
hsa04014,NTRK1,gene_4914,1986
hsa04014,INSR,gene_3643,1962
hsa04014,IGF1R,gene_3480,1981
hsa04014,PDGFRB,gene_5159,1986
hsa04014,CSF1R,gene_1436,1957
hsa04014,KIT,gene_3815,1885
hsa04014,MET,gene_4233,1975
hsa04014,TEK,gene_7010,1959
hsa04014,SHC2,gene_25759,1977
hsa04014,PLCG1,gene_5335,1976
hsa04014,ZAP70,gene_7535,1971
hsa04014,LAT,gene_27040,1956
hsa04014,RASGRF1,gene_5923,1984
hsa04014,CALML3,gene_810,1969
hsa04014,CALM3,gene_808,1799
hsa04014,CALM1,gene_801,1979
hsa04014,HRAS,gene_3265,1982
hsa04014,KRAS,gene_3845,1959
hsa04014,NRAS,gene_4893,1983
hsa04014,RRAS,gene_6237,1985
hsa04014,NF1,gene_4763,1939
hsa04014,RAC1,gene_5879,1976
hsa04014,PAK3,gene_5063,1955
hsa04014,PIK3R2,gene_5296,1978
hsa04014,AKT1,gene_207,1975
hsa04014,IKBKG,gene_8517,1947
hsa04014,NFKB1,gene_4790,1972
hsa04014,RELA,gene_5970,1925
hsa04014,RALGDS,gene_5900,1985
hsa04014,RALA,gene_5898,1960
hsa04014,TBK1,gene_29110,1947
hsa04014,REL,gene_5966,1983
hsa04014,RAF1,gene_5894,1980
hsa04014,MAPK1,gene_5594,1951
hsa04014,PLA2G1B,gene_5319,1967
hsa04014,PLA2G2A,gene_5320,1984
hsa04014,PLA2G4A,gene_5321,1973
hsa04014,ETS1,gene_2113,1985
hsa04014,ETS2,gene_2114,1985
hsa04014,KSR1,gene_8844,1976
hsa04014,RAPGEF5,gene_9771,1952
hsa04014,RAP1A,gene_5906,1984
hsa04014,PRKCA,gene_5578,1986
hsa04014,PRKCG,gene_5582,1987
hsa04014,ABL1,gene_25,1976
hsa04014,ABL2,gene_27,1965
hsa04020,SLC8A1,gene_6546,1981
hsa04020,CHRM1,gene_1128,1970
hsa04020,CHRM3,gene_1131,1967
hsa04020,ADORA2A,gene_135,1985
hsa04020,ADRB1,gene_153,1975
hsa04020,ADRB2,gene_154,1967
hsa04020,DRD1,gene_1812,1981
hsa04020,HRH2,gene_3274,1972
hsa04020,GNAS,gene_2778,1970
hsa04020,ADCY1,gene_107,1962
hsa04020,PLN,gene_5350,1975
hsa04020,CACNA1F,gene_778,1982
hsa04020,CACNA1S,gene_779,1984
hsa04020,CACNA1A,gene_773,1966
hsa04020,CACNA1E,gene_777,1951
hsa04020,ADRA1D,gene_146,1963
hsa04020,AGTR1,gene_185,1945
hsa04020,F2R,gene_2149,1889
hsa04020,GRPR,gene_2925,1954
hsa04020,HRH1,gene_3269,1973
hsa04020,HTR2A,gene_3356,1980
hsa04020,HTR2C,gene_3358,1986
hsa04020,LHCGR,gene_3973,1964
hsa04020,OXTR,gene_5021,1973
hsa04020,PTGER1,gene_5731,1976
hsa04020,TACR1,gene_6869,1979
hsa04020,TACR2,gene_6865,1975
hsa04020,TBXA2R,gene_6915,1980
hsa04020,CCKBR,gene_887,1976
hsa04020,EGF,gene_1950,1964
hsa04020,PDGFA,gene_5154,1984
hsa04020,PDGFB,gene_5155,1981
hsa04020,FGF1,gene_2246,1981
hsa04020,FGF2,gene_2247,1986
hsa04020,FGF3,gene_2248,1984
hsa04020,FGF4,gene_2249,1952
hsa04020,FGF7,gene_2252,1983
hsa04020,FGF5,gene_2250,1988
hsa04020,VEGFA,gene_7422,1965
hsa04020,NGF,gene_4803,1964
hsa04020,HGF,gene_3082,1952
hsa04020,MST1,gene_4485,1978
hsa04020,GDNF,gene_2668,1970
hsa04020,EGFR,gene_1956,1966
hsa04020,ERBB2,gene_2064,1968
hsa04020,PDGFRB,gene_5159,1986
hsa04020,FGFR1,gene_2260,1963
hsa04020,NTRK1,gene_4914,1986
hsa04020,MET,gene_4233,1975
hsa04020,RET,gene_5979,1926
hsa04020,IGH,gene_102723407,1968
hsa04020,PLCB1,gene_23236,1973
hsa04020,PLCG1,gene_5335,1976
hsa04020,CD38,gene_952,1975
hsa04020,VDAC1,gene_7416,1965
hsa04020,SLC25A5,gene_292,1964
hsa04020,SLC25A6,gene_293,1898
hsa04020,TNNC1,gene_7134,1978
hsa04020,CALML3,gene_810,1969
hsa04020,CALM3,gene_808,1799
hsa04020,CALM1,gene_801,1979
hsa04020,MYLK,gene_4638,1974
hsa04020,MYLK3,gene_91807,1986
hsa04020,CAMK2G,gene_818,1988
hsa04020,PPP3R1,gene_5534,1966
hsa04020,PTK2B,gene_2185,1966
hsa04020,PRKCA,gene_5578,1986
hsa04020,PRKCG,gene_5582,1987
hsa04022,AGTR1,gene_185,1945
hsa04022,ADRA1D,gene_146,1963
hsa04022,TRPC6,gene_7225,1977
hsa04022,PPP3R1,gene_5534,1966
hsa04022,SRF,gene_6722,1971
hsa04022,MYH6,gene_4624,1948
hsa04022,NPPB,gene_4879,1981
hsa04022,NPPA,gene_4878,1964
hsa04022,CACNA1F,gene_778,1982
hsa04022,CACNA1S,gene_779,1984
hsa04022,KCNMB1,gene_3779,1965
hsa04022,KCNMB2,gene_10242,1946
hsa04022,SLC8A1,gene_6546,1981
hsa04022,ATP1B1,gene_481,1941
hsa04022,GTF2IRD1,gene_9569,1895
hsa04022,PLCB1,gene_23236,1973
hsa04022,PLN,gene_5350,1975
hsa04022,CALML3,gene_810,1969
hsa04022,CALM3,gene_808,1799
hsa04022,CALM1,gene_801,1979
hsa04022,MYLK,gene_4638,1974
hsa04022,MYLK3,gene_91807,1986
hsa04022,MYL9,gene_10398,1979
hsa04022,ADCY1,gene_107,1962
hsa04022,PDE3B,gene_5140,1966
hsa04022,KNG1,gene_3827,1949
hsa04022,GNAI1,gene_2770,1964
hsa04022,INS,gene_3630,1922
hsa04022,INSR,gene_3643,1962
hsa04022,AKT1,gene_207,1975
hsa04022,ADRB1,gene_153,1975
hsa04022,ADRB2,gene_154,1967
hsa04022,PRKCE,gene_5581,1989
hsa04022,VDAC1,gene_7416,1965
hsa04022,SLC25A5,gene_292,1964
hsa04022,SLC25A6,gene_293,1898
hsa04022,CREB1,gene_1385,1988
hsa04022,ATF2,gene_1386,1989
hsa04022,RAF1,gene_5894,1980
hsa04022,MAPK1,gene_5594,1951
hsa04024,VIP,gene_7432,1953
hsa04024,CRH,gene_1392,1956
hsa04024,CGA,gene_1081,1974
hsa04024,LHB,gene_3972,1979
hsa04024,GPHA2,gene_170589,1945
hsa04024,GPHB5,gene_122876,1969
hsa04024,POMC,gene_5443,1946
hsa04024,GCG,gene_2641,1947
hsa04024,GIP,gene_2695,1974
hsa04024,FSHB,gene_2488,1974
hsa04024,NPPA,gene_4878,1964
hsa04024,ADRB1,gene_153,1975
hsa04024,ADRB2,gene_154,1967
hsa04024,DRD1,gene_1812,1981
hsa04024,ADORA2A,gene_135,1985
hsa04024,PTGER2,gene_5732,1963
hsa04024,LHCGR,gene_3973,1964
hsa04024,TSHR,gene_7253,1974
hsa04024,GLP1R,gene_2740,1980
hsa04024,FSHR,gene_2492,1974
hsa04024,GNAS,gene_2778,1970
hsa04024,EDN1,gene_1906,1982
hsa04024,EDN2,gene_1907,1980
hsa04024,EDN3,gene_1908,1961
hsa04024,SST,gene_6750,1962
hsa04024,NPY,gene_4852,1976
hsa04024,OXT,gene_5020,1929
hsa04024,HTR1A,gene_3350,1974
hsa04024,HTR1B,gene_3351,1985
hsa04024,HTR1D,gene_3352,1988
hsa04024,CHRM1,gene_1128,1970
hsa04024,DRD2,gene_1813,1976
hsa04024,GABBR1,gene_2550,1967
hsa04024,HCAR3,gene_8843,1980
hsa04024,OXTR,gene_5021,1973
hsa04024,GNAI1,gene_2770,1964
hsa04024,ADCY1,gene_107,1962
hsa04024,ADCY10,gene_55811,1975
hsa04024,CALML3,gene_810,1969
hsa04024,CALM3,gene_808,1799
hsa04024,CALM1,gene_801,1979
hsa04024,CAMK2G,gene_818,1988
hsa04024,RRAS,gene_6237,1985
hsa04024,RAP1A,gene_5906,1984
hsa04024,RAC1,gene_5879,1976
hsa04024,PIK3R2,gene_5296,1978
hsa04024,AKT1,gene_207,1975
hsa04024,RAF1,gene_5894,1980
hsa04024,MAPK1,gene_5594,1951
hsa04024,PPP1R1B,gene_84152,1984
hsa04024,CREB1,gene_1385,1988
hsa04024,CREBBP,gene_1387,1978
hsa04024,EP300,gene_2033,1975
hsa04024,BDNF,gene_627,1986
hsa04024,FOS,gene_2353,1955
hsa04024,JUN,gene_3725,1987
hsa04024,GLI1,gene_2735,1903
hsa04024,HHIP,gene_64399,1807
hsa04024,NFKB1,gene_4790,1972
hsa04024,RELA,gene_5970,1925
hsa04024,AMH,gene_268,1942
hsa04024,F2R,gene_2149,1889
hsa04024,LIPE,gene_3991,1964
hsa04024,MYL9,gene_10398,1979
hsa04024,PLN,gene_5350,1975
hsa04024,CFTR,gene_1080,1990
hsa04024,ATP1B1,gene_481,1941
hsa04024,CACNA1F,gene_778,1982
hsa04024,CACNA1S,gene_779,1984
hsa04024,PDE3B,gene_5140,1966
hsa04060,CCL1,gene_6346,1975
hsa04060,CCL21,gene_6366,1975
hsa04060,CCL3,gene_6348,1971
hsa04060,CCL4,gene_6351,1954
hsa04060,CCL14,gene_6358,1961
hsa04060,CCL16,gene_6360,1964
hsa04060,CCL7,gene_6354,1945
hsa04060,CCL2,gene_6347,1971
hsa04060,CCL28,gene_56477,1975
hsa04060,CXCL1,gene_2919,1972
hsa04060,CXCL2,gene_2920,1958
hsa04060,CXCL8,gene_3576,1921
hsa04060,PPBP,gene_5473,1975
hsa04060,PF4,gene_5196,1955
hsa04060,CXCL9,gene_4283,1974
hsa04060,CXCL10,gene_3627,1983
hsa04060,XCL1,gene_6375,1978
hsa04060,IL2,gene_3558,1973
hsa04060,IL4,gene_3565,1973
hsa04060,IL7,gene_3574,1979
hsa04060,IL9,gene_3578,1967
hsa04060,IL3,gene_3562,1981
hsa04060,IL5,gene_3567,1973
hsa04060,CSF2,gene_1437,1946
hsa04060,EPO,gene_2056,1955
hsa04060,GH1,gene_2688,1932
hsa04060,GH2,gene_2689,1962
hsa04060,CSH1,gene_1442,1975
hsa04060,CSH2,gene_1443,1905
hsa04060,PRL,gene_5617,1936
hsa04060,THPO,gene_7066,1958
hsa04060,CSF3,gene_1440,1971
hsa04060,LEP,gene_3952,1947
hsa04060,IL6,gene_3569,1978
hsa04060,IL12A,gene_3592,1977
hsa04060,IL23A,gene_51561,1974
hsa04060,CNTF,gene_1270,1984
hsa04060,CTF1,gene_1489,1977
hsa04060,LIF,gene_3976,1931
hsa04060,OSM,gene_5008,1986
hsa04060,IL10,gene_3586,1983
hsa04060,IFNA1,gene_3439,1980
hsa04060,IFNA2,gene_3440,1980
hsa04060,IFNA8,gene_3445,1981
hsa04060,IFNA17,gene_3451,1978
hsa04060,IFNB1,gene_3456,1975
hsa04060,IFNG,gene_3458,1978
hsa04060,IL1A,gene_3552,1980
hsa04060,IL1B,gene_3553,1980
hsa04060,IL1RN,gene_3557,1986
hsa04060,IL17F,gene_112744,1969
hsa04060,IL16,gene_3603,1952
hsa04060,CSF1,gene_1435,1980
hsa04060,TNF,gene_7124,1971
hsa04060,LTA,gene_4049,1976
hsa04060,LTB,gene_4050,1981
hsa04060,TNFSF10,gene_8743,1856
hsa04060,EDA,gene_1896,1959
hsa04060,NGF,gene_4803,1964
hsa04060,TNFSF13B,gene_10673,1966
hsa04060,TGFB1,gene_7040,1984
hsa04060,TGFB2,gene_7042,1985
hsa04060,TGFB3,gene_7043,1988
hsa04060,INHBA,gene_3624,1985
hsa04060,NODAL,gene_4838,1946
hsa04060,INHBE,gene_83729,1975
hsa04060,AMH,gene_268,1942
hsa04060,IL2RA,gene_3559,1976
hsa04060,IL2RB,gene_3560,1983
hsa04060,IL2RG,gene_3561,1965
hsa04060,IL4R,gene_3566,1988
hsa04060,EPOR,gene_2057,1988
hsa04060,GHR,gene_2690,1964
hsa04060,PRLR,gene_5618,1974
hsa04060,IL6R,gene_3570,1983
hsa04060,IL31RA,gene_133396,1973
hsa04060,IFNGR2,gene_3460,1977
hsa04060,IL1R1,gene_3554,1986
hsa04060,IL1RL1,gene_9173,1965
hsa04060,CD4,gene_920,1964
hsa04060,CSF1R,gene_1436,1957
hsa04060,TNFRSF1A,gene_7132,1975
hsa04060,FAS,gene_355,1966
hsa04060,TNFRSF25,gene_8718,1920
hsa04060,TNFRSF10B,gene_8795,1980
hsa04060,TNFRSF21,gene_27242,1981
hsa04060,NGFR,gene_4804,1973
hsa04060,TNFRSF8,gene_943,1979
hsa04060,CD40,gene_958,1985
hsa04060,TNFRSF19,gene_55504,1854
hsa04060,BMPR2,gene_659,1872
hsa04061,CCL3,gene_6348,1971
hsa04061,CCL14,gene_6358,1961
hsa04061,CCL16,gene_6360,1964
hsa04061,CCL7,gene_6354,1945
hsa04061,CCL2,gene_6347,1971
hsa04061,CCL28,gene_56477,1975
hsa04061,CCL4,gene_6351,1954
hsa04061,CCL1,gene_6346,1975
hsa04061,CCL21,gene_6366,1975
hsa04061,CXCL1,gene_2919,1972
hsa04061,CXCL2,gene_2920,1958
hsa04061,CXCL8,gene_3576,1921
hsa04061,PPBP,gene_5473,1975
hsa04061,PF4,gene_5196,1955
hsa04061,CXCL9,gene_4283,1974
hsa04061,CXCL10,gene_3627,1983
hsa04061,XCL1,gene_6375,1978
hsa04061,IL10,gene_3586,1983
hsa04061,IL6,gene_3569,1978
hsa04061,IL2,gene_3558,1973
hsa04061,TNF,gene_7124,1971
hsa04061,LTA,gene_4049,1976
hsa04061,TNFSF10,gene_8743,1856
hsa04061,CSF1,gene_1435,1980
hsa04061,IL6R,gene_3570,1983
hsa04061,IL2RA,gene_3559,1976
hsa04061,IL2RB,gene_3560,1983
hsa04061,IL2RG,gene_3561,1965
hsa04061,TNFRSF1A,gene_7132,1975
hsa04061,TNFRSF10B,gene_8795,1980
hsa04061,CSF1R,gene_1436,1957
hsa04062,CXCL1,gene_2919,1972
hsa04062,CXCL2,gene_2920,1958
hsa04062,PPBP,gene_5473,1975
hsa04062,CXCL8,gene_3576,1921
hsa04062,CXCL9,gene_4283,1974
hsa04062,CXCL10,gene_3627,1983
hsa04062,PF4,gene_5196,1955
hsa04062,XCL1,gene_6375,1978
hsa04062,CCL1,gene_6346,1975
hsa04062,CCL2,gene_6347,1971
hsa04062,CCL3,gene_6348,1971
hsa04062,CCL4,gene_6351,1954
hsa04062,CCL7,gene_6354,1945
hsa04062,CCL14,gene_6358,1961
hsa04062,CCL16,gene_6360,1964
hsa04062,CCL21,gene_6366,1975
hsa04062,CCL28,gene_56477,1975
hsa04062,GNAI1,gene_2770,1964
hsa04062,ADCY1,gene_107,1962
hsa04062,FGR,gene_2268,1973
hsa04062,SRC,gene_6714,1970
hsa04062,SHC2,gene_25759,1977
hsa04062,HRAS,gene_3265,1982
hsa04062,KRAS,gene_3845,1959
hsa04062,NRAS,gene_4893,1983
hsa04062,RAF1,gene_5894,1980
hsa04062,MAPK1,gene_5594,1951
hsa04062,PIK3R2,gene_5296,1978
hsa04062,AKT1,gene_207,1975
hsa04062,IKBKG,gene_8517,1947
hsa04062,NFKB1,gene_4790,1972
hsa04062,RELA,gene_5970,1925
hsa04062,ITK,gene_3702,1976
hsa04062,RAC1,gene_5879,1976
hsa04062,WAS,gene_7454,1819
hsa04062,PTK2,gene_5747,1976
hsa04062,BCAR1,gene_9564,1823
hsa04062,CRK,gene_1398,1977
hsa04062,PTK2B,gene_2185,1966
hsa04062,PLCB1,gene_23236,1973
hsa04062,PLCG1,gene_5335,1976
hsa04062,RAP1A,gene_5906,1984
hsa04062,GRK7,gene_131890,1978
hsa04064,LCK,gene_3932,1986
hsa04064,ZAP70,gene_7535,1971
hsa04064,LAT,gene_27040,1956
hsa04064,PLCG1,gene_5335,1976
hsa04064,IGH,gene_102723407,1968
hsa04064,BLNK,gene_29760,1970
hsa04064,BCL10,gene_8915,1890
hsa04064,IL1B,gene_3553,1980
hsa04064,IL1R1,gene_3554,1986
hsa04064,TNF,gene_7124,1971
hsa04064,TNFRSF1A,gene_7132,1975
hsa04064,RIPK1,gene_8737,1879
hsa04064,EDA,gene_1896,1959
hsa04064,CYLD,gene_1540,1974
hsa04064,LBP,gene_3929,1975
hsa04064,CD14,gene_929,1987
hsa04064,CD40,gene_958,1985
hsa04064,TRAF3,gene_7187,1984
hsa04064,LTA,gene_4049,1976
hsa04064,LTB,gene_4050,1981
hsa04064,TNFSF13B,gene_10673,1966
hsa04064,IKBKG,gene_8517,1947
hsa04064,PARP1,gene_142,1975
hsa04064,ATM,gene_472,1959
hsa04064,NFKB1,gene_4790,1972
hsa04064,RELA,gene_5970,1925
hsa04064,BCL2,gene_596,1984
hsa04064,BCL2A1,gene_597,1948
hsa04064,NFKB2,gene_4791,1980
hsa04064,CXCL8,gene_3576,1921
hsa04064,CCL4,gene_6351,1954
hsa04064,CXCL1,gene_2919,1972
hsa04064,CXCL2,gene_2920,1958
hsa04064,PLAU,gene_5328,1963
hsa04064,CSNK2A1,gene_1457,1984
hsa04064,CSNK2B,gene_1460,1952
hsa04064,CCL21,gene_6366,1975
hsa04064,ICAM1,gene_3383,1976
hsa04066,IL6,gene_3569,1978
hsa04066,IL6R,gene_3570,1983
hsa04066,IFNG,gene_3458,1978
hsa04066,IFNGR2,gene_3460,1977
hsa04066,RELA,gene_5970,1925
hsa04066,NFKB1,gene_4790,1972
hsa04066,INS,gene_3630,1922
hsa04066,EGF,gene_1950,1964
hsa04066,IGF1,gene_3479,1974
hsa04066,INSR,gene_3643,1962
hsa04066,EGFR,gene_1956,1966
hsa04066,IGF1R,gene_3480,1981
hsa04066,ERBB2,gene_2064,1968
hsa04066,MAPK1,gene_5594,1951
hsa04066,PIK3R2,gene_5296,1978
hsa04066,AKT1,gene_207,1975
hsa04066,EIF4E,gene_1977,1981
hsa04066,RPS6,gene_6194,1977
hsa04066,VHL,gene_7428,1980
hsa04066,CREBBP,gene_1387,1978
hsa04066,EP300,gene_2033,1975
hsa04066,PLCG1,gene_5335,1976
hsa04066,PRKCA,gene_5578,1986
hsa04066,PRKCG,gene_5582,1987
hsa04066,CAMK2G,gene_818,1988
hsa04066,TIMP1,gene_7076,1970
hsa04066,EPO,gene_2056,1955
hsa04066,TF,gene_7018,1948
hsa04066,TFRC,gene_7037,1975
hsa04066,VEGFA,gene_7422,1965
hsa04066,SERPINE1,gene_5054,1956
hsa04066,TEK,gene_7010,1959
hsa04066,EDN1,gene_1906,1982
hsa04066,NPPA,gene_4878,1964
hsa04066,SLC2A1,gene_6513,1974
hsa04066,HK3,gene_3101,1951
hsa04066,HK1,gene_3098,1945
hsa04066,HK2,gene_3099,1951
hsa04066,PFKM,gene_5213,1982
hsa04066,PFKL,gene_5211,1935
hsa04066,GAPDH,gene_2597,1952
hsa04066,ALDOA,gene_226,1969
hsa04066,ENO3,gene_2027,1976
hsa04066,ENO2,gene_2026,1974
hsa04066,ENO1,gene_2023,1958
hsa04066,PGK1,gene_5230,1976
hsa04066,LDHA,gene_3939,1964
hsa04066,LDHB,gene_3945,1964
hsa04066,LDHC,gene_3948,1969
hsa04066,BCL2,gene_596,1984
hsa04066,PDHA1,gene_5160,1985
hsa04070,PIK3R2,gene_5296,1978
hsa04070,PTEN,gene_5728,1800
hsa04070,INPP5D,gene_3635,1794
hsa04070,PIK3C2A,gene_5286,1962
hsa04070,PLCB1,gene_23236,1973
hsa04070,PLCG1,gene_5335,1976
hsa04070,IMPA1,gene_3612,1971
hsa04070,DGKB,gene_1607,1950
hsa04070,CDS1,gene_1040,1966
hsa04070,PRKCA,gene_5578,1986
hsa04070,PRKCG,gene_5582,1987
hsa04070,CALML3,gene_810,1969
hsa04070,CALM3,gene_808,1799
hsa04070,CALM1,gene_801,1979
hsa04071,DEGS1,gene_8560,1971
hsa04071,SMPD1,gene_6609,1980
hsa04071,SGMS1,gene_259230,1847
hsa04071,TNF,gene_7124,1971
hsa04071,TNFRSF1A,gene_7132,1975
hsa04071,ASAH1,gene_427,1976
hsa04071,CTSD,gene_1509,1962
hsa04071,BID,gene_637,1951
hsa04071,MAPK14,gene_1432,1978
hsa04071,AKT1,gene_207,1975
hsa04071,BCL2,gene_596,1984
hsa04071,TP53,gene_7157,1976
hsa04071,FCER1G,gene_2207,1981
hsa04071,FYN,gene_2534,1954
hsa04071,PIK3R2,gene_5296,1978
hsa04071,KNG1,gene_3827,1949
hsa04071,GNAI1,gene_2770,1964
hsa04071,PLCB1,gene_23236,1973
hsa04071,PRKCE,gene_5581,1989
hsa04071,MAPK1,gene_5594,1951
hsa04071,ABCC1,gene_4363,1961
hsa04071,SGPL1,gene_8879,1975
hsa04071,HRAS,gene_3265,1982
hsa04071,KRAS,gene_3845,1959
hsa04071,NRAS,gene_4893,1983
hsa04071,RAF1,gene_5894,1980
hsa04071,RAC1,gene_5879,1976
hsa04071,PRKCA,gene_5578,1986
hsa04071,PRKCG,gene_5582,1987
hsa04071,PTEN,gene_5728,1800
hsa04071,NFKB1,gene_4790,1972
hsa04071,RELA,gene_5970,1925
hsa04080,CHRM1,gene_1128,1970
hsa04080,CHRM3,gene_1131,1967
hsa04080,ADRA1D,gene_146,1963
hsa04080,ADRB1,gene_153,1975
hsa04080,ADRB2,gene_154,1967
hsa04080,DRD1,gene_1812,1981
hsa04080,DRD2,gene_1813,1976
hsa04080,HRH1,gene_3269,1973
hsa04080,HRH2,gene_3274,1972
hsa04080,HTR1A,gene_3350,1974
hsa04080,HTR1B,gene_3351,1985
hsa04080,HTR1D,gene_3352,1988
hsa04080,HTR2A,gene_3356,1980
hsa04080,HTR2C,gene_3358,1986
hsa04080,TAAR9,gene_134860,1956
hsa04080,TAAR6,gene_319100,1979
hsa04080,TAAR1,gene_134864,1975
hsa04080,AGT,gene_183,1958
hsa04080,AGTR1,gene_185,1945
hsa04080,AGTR2,gene_186,1976
hsa04080,NMB,gene_4828,1979
hsa04080,GRP,gene_2922,1970
hsa04080,GRPR,gene_2925,1954
hsa04080,BRS3,gene_680,1966
hsa04080,KNG1,gene_3827,1949
hsa04080,C3,gene_718,1953
hsa04080,C5,gene_727,1966
hsa04080,C5AR1,gene_728,1969
hsa04080,VGF,gene_7425,1985
hsa04080,FPR1,gene_2357,1969
hsa04080,CCK,gene_885,1946
hsa04080,CCKBR,gene_887,1976
hsa04080,EDN1,gene_1906,1982
hsa04080,EDN2,gene_1907,1980
hsa04080,EDN3,gene_1908,1961
hsa04080,GAL,gene_51083,1961
hsa04080,GALP,gene_85569,1975
hsa04080,POMC,gene_5443,1946
hsa04080,MLN,gene_4295,1971
hsa04080,NPY,gene_4852,1976
hsa04080,PYY,gene_5697,1980
hsa04080,PPY,gene_5539,1975
hsa04080,NPY4R,gene_5540,1978
hsa04080,NPB,gene_256933,1981
hsa04080,NTS,gene_4922,1975
hsa04080,PENK,gene_5179,1981
